Video Id,Segment-Level Label,Segment Timestamp
bit_rlHbCxhX3uMZ,"[[0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0]]","[['0.00', '8.00'], ['8.00', '11.00'], ['11.00', '12.00'], ['12.00', '28.00'], ['28.00', '37.00'], ['37.00', '45.00'], ['45.00', '53.00'], ['53.00', '63.00'], ['63.00', '72.00'], ['72.00', '81.00'], ['81.00', '89.00'], ['89.00', '98.00'], ['98.00', '107.00'], ['107.00', '116.00'], ['116.00', '126.00'], ['126.00', '136.00'], ['136.00', '146.00'], ['146.00', '156.00'], ['156.00', '166.00'], ['166.00', '176.00'], ['176.00', '183.55']]"
bit_rsFNOCfBBlxY,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '1.00'], ['1.00', '14.32'], ['14.32', '22.46'], ['22.46', '29.22'], ['29.22', '35.72'], ['35.72', '45.06'], ['45.06', '54.18'], ['54.18', '59.50'], ['59.50', '69.86'], ['69.86', '75.54'], ['75.54', '83.94'], ['83.94', '88.66'], ['88.66', '94.86'], ['94.86', '102.06'], ['102.06', '110.66'], ['110.66', '119.82'], ['119.82', '123.98'], ['123.98', '133.86'], ['133.86', '139.10'], ['139.10', '151.26'], ['151.26', '158.86'], ['158.86', '165.94'], ['165.94', '175.34'], ['175.34', '179.46'], ['179.46', '187.98'], ['187.98', '194.66'], ['194.66', '201.38'], ['201.38', '208.98'], ['208.98', '218.18'], ['218.18', '225.90'], ['225.90', '229.23']]"
bit_s0Hrb2M5Yth8,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0], [0, 0, 0, 1, 0, 0]]","[['0.00', '7.00'], ['7.00', '16.00'], ['16.00', '24.00'], ['24.00', '26.00'], ['26.00', '54.00'], ['54.00', '64.00'], ['64.00', '84.00'], ['84.00', '92.00'], ['92.00', '114.00'], ['114.00', '115.00'], ['115.00', '144.00'], ['144.00', '174.00'], ['174.00', '176.00'], ['176.00', '204.00'], ['204.00', '211.00'], ['211.00', '218.00'], ['218.00', '226.00'], ['226.00', '233.00'], ['233.00', '240.00'], ['240.00', '247.00'], ['247.00', '254.00'], ['254.00', '262.00'], ['262.00', '269.00'], ['269.00', '276.00'], ['276.00', '276.27']]"
bit_s8peJROAMsvt,"[[0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 1, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0]]","[['0.00', '3.00'], ['3.00', '19.36'], ['19.36', '23.36'], ['23.36', '35.16'], ['35.16', '44.16'], ['44.16', '51.04'], ['51.04', '56.28'], ['56.28', '74.28'], ['74.28', '83.16'], ['83.16', '87.12'], ['87.12', '92.12'], ['92.12', '98.12'], ['98.12', '114.12'], ['114.12', '120.92'], ['120.92', '130.68'], ['130.68', '139.76'], ['139.76', '141.88'], ['141.88', '149.92'], ['149.92', '158.32'], ['158.32', '185.56']]"
bit_sD2xbc8q9SZl,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '7.08'], ['7.08', '15.80'], ['15.80', '23.12'], ['23.12', '35.12'], ['35.12', '88.32'], ['88.32', '106.52'], ['106.52', '112.40'], ['112.40', '119.96'], ['119.96', '126.76'], ['126.76', '132.28'], ['132.28', '139.52'], ['139.52', '145.72'], ['145.72', '152.12'], ['152.12', '157.96'], ['157.96', '162.40'], ['162.40', '168.16'], ['168.16', '177.44'], ['177.44', '184.40'], ['184.40', '191.08'], ['191.08', '195.16'], ['195.16', '201.04'], ['201.04', '210.84'], ['210.84', '217.00'], ['217.00', '226.12'], ['226.12', '234.68'], ['234.68', '243.56'], ['243.56', '252.40'], ['252.40', '259.12'], ['259.12', '259.44']]"
bit_sakXzfQlJS2k,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]]","[['0.00', '7.12'], ['7.12', '15.04'], ['15.04', '20.00'], ['20.00', '25.80'], ['25.80', '35.64'], ['35.64', '45.72'], ['45.72', '55.80'], ['55.80', '64.36'], ['64.36', '72.52'], ['72.52', '82.12'], ['82.12', '89.16'], ['89.16', '98.20'], ['98.20', '106.60'], ['106.60', '113.56'], ['113.56', '121.16'], ['121.16', '127.96'], ['127.96', '134.52'], ['134.52', '143.56'], ['143.56', '150.04'], ['150.04', '158.20'], ['158.20', '168.76'], ['168.76', '175.72'], ['175.72', '182.52'], ['182.52', '192.04'], ['192.04', '199.00'], ['199.00', '204.36'], ['204.36', '211.40'], ['211.40', '218.52'], ['218.52', '218.80']]"
bit_surJFOwkIoBX,"[[1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]]","[['0.00', '5.52'], ['5.52', '17.28'], ['17.28', '22.96'], ['22.96', '29.64'], ['29.64', '34.80'], ['34.80', '42.18'], ['42.18', '45.44'], ['45.44', '54.30'], ['54.30', '62.88'], ['62.88', '68.24'], ['68.24', '75.60'], ['75.60', '81.20'], ['81.20', '88.80'], ['88.80', '96.58'], ['96.58', '101.20'], ['101.20', '108.08'], ['108.08', '115.14'], ['115.14', '120.08'], ['120.08', '127.02'], ['127.02', '130.64'], ['130.64', '138.02'], ['138.02', '149.28'], ['149.28', '155.72'], ['155.72', '160.48'], ['160.48', '167.20'], ['167.20', '175.38'], ['175.38', '183.76'], ['183.76', '190.40'], ['190.40', '196.56'], ['196.56', '203.28'], ['203.28', '208.96'], ['208.96', '215.52'], ['215.52', '221.20'], ['221.20', '227.76'], ['227.76', '234.60'], ['234.60', '239.60'], ['239.60', '247.76'], ['247.76', '253.36'], ['253.36', '259.12'], ['259.12', '264.56'], ['264.56', '269.36'], ['269.36', '276.92']]"
bit_swbp1aQ1qRkK,"[[1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '6.80'], ['6.80', '14.72'], ['14.72', '20.88'], ['20.88', '25.88'], ['25.88', '55.36'], ['55.36', '66.36'], ['66.36', '129.84'], ['129.84', '140.84'], ['140.84', '144.32'], ['144.32', '145.32'], ['145.32', '174.32'], ['174.32', '181.32'], ['181.32', '189.50']]"
bit_swmZey6YALco,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '10.00'], ['10.00', '15.00'], ['15.00', '18.00'], ['18.00', '26.00'], ['26.00', '35.00'], ['35.00', '44.00'], ['44.00', '54.00'], ['54.00', '61.00'], ['61.00', '69.00'], ['69.00', '79.00'], ['79.00', '86.00'], ['86.00', '96.00'], ['96.00', '106.00'], ['106.00', '114.00'], ['114.00', '124.00'], ['124.00', '134.00'], ['134.00', '144.00'], ['144.00', '150.00'], ['150.00', '161.00'], ['161.00', '170.00'], ['170.00', '177.54'], ['177.54', '185.14'], ['185.14', '192.98'], ['192.98', '201.78'], ['201.78', '210.34'], ['210.34', '214.34'], ['214.34', '232.42'], ['232.42', '254.98'], ['254.98', '242.42']]"
bit_tDqeaQV3Qiie,"[[1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0]]","[['0.00', '7.00'], ['7.00', '10.44'], ['10.44', '11.18'], ['11.18', '20.58'], ['20.58', '28.44'], ['28.44', '34.44'], ['34.44', '40.44'], ['40.44', '48.44'], ['48.44', '49.44'], ['49.44', '60.44'], ['60.44', '67.44'], ['67.44', '71.44'], ['71.44', '80.44'], ['80.44', '90.44'], ['90.44', '99.44'], ['99.44', '109.44'], ['109.44', '117.44'], ['117.44', '125.44'], ['125.44', '132.44'], ['132.44', '136.44'], ['136.44', '151.44'], ['151.44', '167.44'], ['167.44', '180.44'], ['180.44', '188.44'], ['188.44', '194.44'], ['194.44', '211.44'], ['211.44', '221.44'], ['221.44', '227.44'], ['227.44', '232.44'], ['232.44', '242.44'], ['242.44', '249.44'], ['249.44', '251.25']]"
bit_tPHTpxjsjAil,"[[1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0], [0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '1.00'], ['1.00', '12.00'], ['12.00', '21.00'], ['21.00', '22.00'], ['22.00', '39.00'], ['39.00', '46.00'], ['46.00', '52.00'], ['52.00', '57.00'], ['57.00', '64.00'], ['64.00', '71.00'], ['71.00', '77.00'], ['77.00', '84.00'], ['84.00', '93.00'], ['93.00', '99.00'], ['99.00', '106.00'], ['106.00', '116.00'], ['116.00', '123.00'], ['123.00', '130.00'], ['130.00', '140.00'], ['140.00', '147.00'], ['147.00', '154.00'], ['154.00', '161.00'], ['161.00', '168.00'], ['168.00', '180.00'], ['180.00', '191.00'], ['191.00', '203.00'], ['203.00', '210.00'], ['210.00', '220.00'], ['220.00', '228.00'], ['228.00', '240.00'], ['240.00', '248.00'], ['248.00', '256.00'], ['256.00', '264.00'], ['264.00', '272.00'], ['272.00', '277.87']]"
bit_teqW9rLI2o45,"[[0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 1, 0], [0, 1, 1, 0, 1, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0]]","[['0.00', '1.00'], ['1.00', '13.60'], ['13.60', '18.40'], ['18.40', '25.20'], ['25.20', '26.20'], ['26.20', '35.20'], ['35.20', '44.00'], ['44.00', '53.80'], ['53.80', '63.80'], ['63.80', '70.80'], ['70.80', '80.80'], ['80.80', '89.80'], ['89.80', '94.80'], ['94.80', '97.80'], ['97.80', '107.80'], ['107.80', '115.80'], ['115.80', '125.80'], ['125.80', '134.80'], ['134.80', '135.80'], ['135.80', '147.80'], ['147.80', '156.80'], ['156.80', '164.80'], ['164.80', '173.80'], ['173.80', '182.80'], ['182.80', '192.80'], ['192.80', '204.80'], ['204.80', '210.80'], ['210.80', '213.93']]"
bit_u537x3BA2svM,"[[0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0]]","[['0.00', '30.00'], ['30.00', '60.00'], ['60.00', '90.00'], ['90.00', '120.00'], ['120.00', '136.44'], ['136.44', '144.28'], ['144.28', '150.60'], ['150.60', '159.24'], ['159.24', '168.12'], ['168.12', '177.16'], ['177.16', '186.92'], ['186.92', '193.24'], ['193.24', '202.52'], ['202.52', '208.36'], ['208.36', '216.20'], ['216.20', '224.84'], ['224.84', '233.72'], ['233.72', '242.92'], ['242.92', '251.96'], ['251.96', '261.00'], ['261.00', '269.88'], ['269.88', '277.40'], ['277.40', '283.24'], ['283.24', '288.20'], ['288.20', '295.85']]"
bit_uMjaXMtboDDU,"[[1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 1, 0], [0, 1, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 1, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 1, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 1, 0, 0, 0]]","[['0.00', '7.52'], ['7.52', '16.40'], ['16.40', '30.96'], ['30.96', '40.80'], ['40.80', '49.84'], ['49.84', '60.40'], ['60.40', '68.40'], ['68.40', '76.80'], ['76.80', '85.60'], ['85.60', '94.40'], ['94.40', '103.60'], ['103.60', '112.80'], ['112.80', '122.00'], ['122.00', '131.60'], ['131.60', '138.60'], ['138.60', '142.40'], ['142.40', '152.40'], ['152.40', '160.80'], ['160.80', '170.40'], ['170.40', '179.76'], ['179.76', '186.40'], ['186.40', '195.04'], ['195.04', '202.80'], ['202.80', '211.20'], ['211.20', '212.20'], ['212.20', '222.64'], ['222.64', '229.28'], ['229.28', '238.80'], ['238.80', '247.60'], ['247.60', '255.84'], ['255.84', '268.64'], ['268.64', '275.75']]"
bit_uTkBtKfWkLDk,"[[0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 1], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 1, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 1, 1, 0, 1, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0]]","[['0.00', '8.16'], ['8.16', '17.40'], ['17.40', '21.40'], ['21.40', '28.16'], ['28.16', '32.40'], ['32.40', '33.40'], ['33.40', '42.80'], ['42.80', '47.00'], ['47.00', '56.20'], ['56.20', '59.20'], ['59.20', '73.84'], ['73.84', '81.60'], ['81.60', '88.08'], ['88.08', '97.94'], ['97.94', '107.64'], ['107.64', '114.60'], ['114.60', '121.32'], ['121.32', '130.64'], ['130.64', '136.28'], ['136.28', '143.08'], ['143.08', '150.40'], ['150.40', '151.40'], ['151.40', '160.64'], ['160.64', '174.64'], ['174.64', '183.00'], ['183.00', '192.64'], ['192.64', '202.64'], ['202.64', '212.64'], ['212.64', '206.12']]"
bit_uf8qPZ70G98Z,"[[0, 0, 1, 1, 0, 0], [0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 1, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0], [0, 0, 1, 0, 0, 0]]","[['0.00', '10.00'], ['10.00', '20.00'], ['20.00', '29.00'], ['29.00', '38.00'], ['38.00', '40.00'], ['40.00', '49.00'], ['49.00', '56.00'], ['56.00', '60.00'], ['60.00', '69.00'], ['69.00', '79.00'], ['79.00', '89.00'], ['89.00', '98.00'], ['98.00', '107.00'], ['107.00', '112.00'], ['112.00', '113.00'], ['113.00', '142.00'], ['142.00', '145.00'], ['145.00', '172.00'], ['172.00', '173.00'], ['173.00', '188.00'], ['188.00', '189.00'], ['189.00', '204.88'], ['204.88', '215.06']]"
